id,name,age,gender,city,country,credit_card,full_address,user_source_type,user_status,product_name,category,subcategory,price,date_purchase,quantity,rating,comment,user_id,product_id,date_purchase_id,comment_id,total
2596,b'gAAAAABlumZ10TkEYRzxGUbh2dTT2yBAx28gAifwYgkKis3BK5X_LPhuIXizM8MdsMd5IAng61xdoYAynWP8zqLm4BDeGRebyKHSa-IQKhFGXChcHCrmDkI=',18,F,Wardfurt,Panama,b'gAAAAABlumZ2l_VRkzD0kOT8Znla2ZOw5Iicc28M_S0yjIK_F-8Q6stZF2BBLRis6MSwtXAfe6qu6K16Yh3uQapa9okiS6FQRc0TRPQmqVwsxKr9z8rgKTs=',b'gAAAAABlumZ2vdHwP-xOmI0BqA7DwNi8oHrayotOEFXs1YAdFsg5LxVM7UvnjFHeBZC4Xw-hizIiZ_OG87lpxtIWvyG7b-ZaZ5VMAfBTVwiPd2UkcJKFTGp33OHt_NJIRb19OYCjOX5d3qkQj0FRt0QlmqQ_PHIIng==',Yearly,Active,Non-fictionGuide,Books,Non-fiction,14.0,2020-01-02,4,2,Harum enim sit libero cum rerum provident.,153,45,302,1231,56.0
2597,b'gAAAAABlumZ1tclaGdpXafaxEmHuv5eLYWpyD3779tSsu0uGIOJ3PWnvmxzOkE3s4iZ8jQJijylqCOGwSZlajgE53XKQhY68P74CbB05n-fPymQ10w5bf2U=',26,M,New Zachary,Australia,b'gAAAAABlumZ2DXqp75i0GiCXOmibYQELmWwu0ejGCHVcIl8eS5nJG7_0knQFr6bE2gy4tIINM50Zup1jt5lMaXn4tIk-M0k6UsK_nnlqysg3YoYJFcDn1Jg=',b'gAAAAABlumZ2G6XNFmMblcgbijbuJ6B3LsSg3ZQnHhbNIeOw8kWCTq_RkjypIDu2R6Hq1TjEJ1pmOyDV_s1_ctS2TvUXOS9D_vF1MQ9KiYmpuo4iA53Teiav4VKAoJxq3kWy8VznBfxh',Monthly,Churned,ComfortTable,Furniture,Table,14.0,2023-08-16,9,3,Aut sit ut ut aut praesentium vero.,1086,23,1342,283,126.0
2598,b'gAAAAABlumZ1-hpfT79EpsH9K_HuwH0k48m24a_0lcBBlfvQOoke8uSzBpxBjhanwt1wg4U1PbCJg3Dma9Q3F1OdcPtzOdnRzQ==',50,M,Ericaland,Barbados,b'gAAAAABlumZ2yqjWwzcTUffecujp9pwprY-4E1MgBg5Q0g_grankp4VGw_g_McYDPgR1BMePgNwKpw69ZH8i1D2YAxLjHMNTagvpqPTTSiYzfyIxCzISeM8=',b'gAAAAABlumZ2dsr528k61Z2T-aMbeYYMwor-DR6bFRSQFTAytyXNqtZDnqbM9Ve0gLAexrnaH6Ni54k31l142A83Vw0nQTBx1MPOsSanw9BrNjLUBweP_JhHM6io8nX89fPG6O-nWeS1',Yearly,Churned,PhonePro,Electronics,Phone,11.0,2023-03-30,9,2,Et distinctio quia facere est earum.,1136,50,1235,939,99.0
2599,b'gAAAAABlumZ1Ve34jvKIFYiSitWLFBBN8Bg0KZz58IrS3TtymtvkLki97-Hzp8GkqRrg7MG2U_yjgMx6AeoWhuBzDAgROlGuOg==',69,F,Michealchester,British Virgin Islands,b'gAAAAABlumZ27o9R7c28JbgyS_Afi-63Hw9FG-9PRuYIO_AqEnR5P7dMnpdMqFTeOyumvZEfRbdPXOyeeVOArvLoc6SomI3WH5BoYcaNfGSH50asY8WQQEI=',b'gAAAAABlumZ26bzl39pgrRlIGrM3URegGyPbuAKrSHUqWVQ5rmZ1aT28CzXrHaTWWZHWrCycdxEwCdZihAD5nEjM2v93GWBhHPylUsWONUIbP8k2j9GNKgUR-elj_Kj30DfBa6722vBe',Monthly,Churned,UltraPhone,Electronics,Phone,579.0,2020-01-02,4,1,Facere sunt accusamus dignissimos fuga vitae et et eaque.,835,75,302,1171,2316.0
2600,b'gAAAAABlumZ1sIjBX_Q9lx4yrP92E4Q8_hSNZELg35_GePZF4t_2ZT_xkNwNiQWyfeWX3bsIW9Fm5kLo9SG1DchAUAup-DKfJQ==',73,M,South Kristopher,Morocco,b'gAAAAABlumZ2jF-dmZZc0Lb-q8mwH08OJE2mKkooEArA7YgXLzlUl9ioNAzeQhSPzBRL23x-u6XI3I4w-wv5F3y-hgZsW4zfSztPgXRTeleRBCitkISvNzA=',b'gAAAAABlumZ2CRy1fOIxFOVc_wGQB-XMvDONG99jetO5s6krQgOoDManI1ncsPCmjkc1KxkzFkVUI3K0mhgj3esXboBaYPgIrX3Fv1wZFdGKWOw8xpWzgvF1gfMU4J1ZJxFHJmVubwfQ',Yearly,Active,FreshVegetables,Grocery,Vegetables,395.0,2021-08-11,7,4,Enim nostrum aut velit possimus et.,352,32,760,794,2765.0
2601,b'gAAAAABlumZ1wSlru20ol_-A2Ec1A-Tb0onYJernfOfvRD9AAcwzjm8aO4KhrNnjPd5rzLsR-t-CvqVkyVKoAxfWkw1drQRRUQ==',31,M,Reyestown,Cocos (Keeling) Islands,b'gAAAAABlumZ2nFQDY3aMnz5o5fM08jWRuuEf2YPqCJ06-BjXjUPEO6HPKXZgRkM5wPsSV4Y9cl4dpBS034ngZ6NkqPFgEkDsjROuhgjICKPqCehfFdbyXaI=',b'gAAAAABlumZ2RTXvT76Rb9F7tvVq4Wcu8d7wPEbkccpRiWkjtm64i1qws0LEAr0B1Jku_4_BlbVT8n_c3NpGLSGek8FlT-q1rx4hv_ra5rz6-5yNFTwt0EW2965w5kjjhlrfACwrRSsnNW9u9dhDVZ4rcDEri6wSJA==',Monthly,Churned,PantsWear,Clothing,Pants,53.0,2022-10-22,7,3,Praesentium quia iure qui quia fuga omnis veritatis.,878,48,1101,2005,371.0
2602,b'gAAAAABlumZ1P8PyI0lmK28LeHDikN8GrFO3yvzrjpSrbgNHbKr2xN98bjhcVPyOzLiDOBJLhFOYgM53HTqkn2WkAbK53_bD-A==',70,F,Gilberttown,Oman,b'gAAAAABlumZ2XGqPrD07vGOWlF5ogh66HcJeMxOfN3z7oOLgHhzIYQyf-ta7N72CkY6kuYZxFrLCNFtr2Aq6Nt0u9WmpxidZhMO6C1oCIL-Ugeo23fmdeHo=',b'gAAAAABlumZ2XxeDCL-W4v9EiznuYkIpUP15bCWWf33u6OkaVHW1izevEbcw-CYxpvEeS5xtTWNOV6ReqU5JUkDdew5A5i2DiwB9vafk-CJ9OH3VzGw6gZABrgUwvOCpLI7Ndrek8bWS',Rarely,Churned,FreshSnacks,Grocery,Snacks,188.0,2023-01-02,7,4,Ullam veniam ea in at quis ut natus et.,949,31,1162,2692,1316.0
2603,b'gAAAAABlumZ1fKMOPRQqzBbbKBzezOF7QqzsKbIdEgf3X2M0ZzCKPBtfsmhYE4C_oHYSCKQeSrlt072asS7vTrV9KLnjMU42Wg==',83,F,West Amyfort,Congo,b'gAAAAABlumZ2snvrpx6n1F7yXOYDPq3a12p4DeZo3gom53NNQEGtcnIaoPFtuL4-DIqxqMqvfi83cUeay79Ktab-j5-Nv9J0L4cd2OfIjQjPz2Y2rvC9tLM=',b'gAAAAABlumZ2pE-fS3F396dBERh9kd_2NbMIm_D8eozA_n4fQJVRcNsntJ8Z8mvNb08bzrKYty9ntLdhQuj6jz4OVtOKH76avHc6IrTkFNyEVsRu6wiHDvWmin7HgythXRrCZkxsRBkpxjOsogxEifDPbtEPfjguZQ==',Yearly,Active,VegetablesBurst,Grocery,Vegetables,93.0,2023-12-20,7,4,Voluptas dolor rerum vero dicta aut cum minus assumenda.,903,77,1450,2880,651.0
2604,b'gAAAAABlumZ1LtLKsSRFn-Sz8hYIU8ZAg_8emeVnqBQXnmxwsk6NW25HdRj5nRp0CYiliWWpNK1IN_najFPi4DOhvvCQNd50eg==',70,F,Port Jennifer,French Guiana,b'gAAAAABlumZ2SB902y1MG0kpYYr1YNUpXac0Y8g4RHfspEjyY5ulCf5WORGJ5sm0xbTMBTIxkGnq4U7biULgBYRbGlC2YBFbOw60oQlqUs0DDieF5hyDtxI=',b'gAAAAABlumZ2QQiwp82khkj-iFJtXQ-fRvoTpIsYSyffOVfdZ_ylsEAOj2n6yjtY_R8pvAzlvVZ4-4A1rERHxbWetpAh7JWJ8t7G__iy_Ln9CRpMhf5gcuytccE9jl3aFDe4BaZ_RHOZsLWD6TR9qNoZ8BufxqCg6Q==',Yearly,Active,VegetablesBurst,Grocery,Vegetables,89.0,2021-12-04,3,3,Porro repellat impedit iure labore.,870,77,854,1977,267.0
2605,b'gAAAAABlumZ1_emv2rXH92naArAVvytWVul4niA9Y_wLDOBU7MMkzH6l7X9-8_Z-mJSDQpUmhLHYigW-P9MyrNI1vJkmPJXRrQ==',39,F,North Timothybury,Albania,b'gAAAAABlumZ2KeC6iNoAXSUyN2KwvikdooPQKzBo4nFmOKQGSOYQFOuTi7Aka5lZ6xBxYOi0sBxR_3y8_9PLxZv7TukqsqNTBQD5GdpC1wm7rl75K2Jq-PE=',b'gAAAAABlumZ2Vka63qJjrmpJKZzyMZ9KsIdrY2rKXWWSqSb4iPxoCXHu_1Q4ySTcf9MOM7ZrUPdnWnXLsF9aZ3m3oLAnfyv530kWghD7t8S5hG9wit5VHe0FTPsXbuflvGTMrDgiYtsz',Monthly,Churned,ChairDeluxe,Furniture,Chair,637.0,2023-06-01,1,5,Sit molestias eos aut qui.,802,17,1283,2554,637.0
2606,b'gAAAAABlumZ1VJfOWOUZoZbG7MI-egc96xOqHPBsK9inTZdSuS7AsY6sTJKvGXDAX0dXIUI6uf4LG_blVVfc9QibluO8poDe5Q==',82,F,Lake Samuel,Marshall Islands,b'gAAAAABlumZ2hNbGKARtPrFeC4tdVModuChf3VSEJzNUUs2kVEFrfotnbXLSjkU86WMoPwnyDtFiSREpOegcA1k2Ae9ikLjaw9Rn4PY16CTwzvhGPtD4Wl0=',b'gAAAAABlumZ2N77wUS61V6QUXm4CyA4fLaR3jchPjzAXmn2v-aBBn3iBY29oB-FGlY706yfhKxj6PMZx0MTuJONmRcY2EZ6SO-i78um5pe7UNH1EV5OmavXowY5zY0Niq0LUiHiu3Ldh',Yearly,Active,TastyVegetables,Grocery,Vegetables,415.0,2020-05-23,3,2,Explicabo illo eveniet omnis in.,852,70,406,1151,1245.0
2607,b'gAAAAABlumZ1v36Ntb3zukzkzuxGEJbcCzf_YIvTwC8zTt6W9nDvexnjWKrfc0Nd8_Ck87tcWW0lcJuGOOmtGyazkc5cKlJVPw==',68,F,Richardberg,Colombia,b'gAAAAABlumZ2m5l2SFqSK9SnzeNXunC2Syp6CdP8Lke6pNxhE4hBsjJUs2MR_HSxR4mr11SNgOiiHv2JlTUF57u_eDOgdm_N2sy8RPHUhgJF6c0kAh-PPNs=',b'gAAAAABlumZ2pahskOMahbotEycdGd120STwpr4ESwztYGigQ3iKj2mB-FdcuSIBOgoKDXkCiB8e6LvRSkhZVKi3MqFfPxOhxmmRUS_T8b6yNKI84B_vhjkeXIpH9BAv-CMNhizJM23c',Yearly,Churned,UltraSpeaker,Electronics,Speaker,709.0,2020-10-23,2,3,Incidunt ut architecto sed reiciendis corrupti consequatur.,447,76,523,1355,1418.0
2608,b'gAAAAABlumZ1l2fNaJy6NHsVWFjjw9ksN-npTu0YtP8eYFti9uuCjy1aIrWq4_dKlrGWZHb0miBaMJvv6RglxtcTC_HohzrpPw==',24,F,Richardberg,Colombia,b'gAAAAABlumZ2JNck98K2N95ZJQybbZUobafP23MMJ11CXV-dHuWEuhdt9zimSgprymMW0INkBpiKMInBcVttWa_AwZUDRRhu0hVDgTs2zpJxLxgTsEIQVws=',b'gAAAAABlumZ2YVeOnEuEsveeX2ajaMrUME2J5VPXUi5iOTloy7UuV47vSRWvSQITkiKSrMbXRC9YmOLOqApVGnRVT2spQSGIZY8gyTl3bGfLHPeCr9cP4Gamf4jtWHgVikjnJhIymrvO',Yearly,Active,FictionGuide,Books,Fiction,580.0,2021-03-31,4,5,Beatae dignissimos aut consectetur.,447,26,657,325,2320.0
2609,b'gAAAAABlumZ159SEktDbRMt4WN-nAQH569HlJ97SO4oqchnguuMejrEiROa8oTES8z898nZ5DvlzKZivfyWUNJNk8lTJ0Ip2Sar_pRk0scJria51BEanCwE=',65,M,Joemouth,Somalia,b'gAAAAABlumZ2_IFYOhW4UsQl-IhWoMEnfS01vfm3qBdWiXfaCvp7deNk9CP2nHBYOaolo0w4C2sSAs59uzGDTWvfavRfnyyfUuz-ml_Cu3nI6PUcZ5rRSvk=',b'gAAAAABlumZ2nS4zjKhZcT1S8qtNccLXSMgymXFwP_Xe414z7sXdAAAXO_tfaLtY328ZEt3a6H6JgitXtU9I-GFNAjk5OewTZEpyWrpNBPxKo6fdaOuG7gg7tVvLhRMNA48TPbAkAZrhkMmYmBF_uKRcYjlHThT14A==',Yearly,Active,FictionTales,Books,Fiction,332.0,2019-04-25,9,2,At autem neque eius eos architecto fuga.,1145,29,93,192,2988.0
2610,b'gAAAAABlumZ1J502aMf31GrRr6xIzbblqSqFq6vIAx-2MMBZuMijB8RZ5CVGl7XmK40IX-t1un5h7zbigfujTOIvRHY5jVWobg==',95,M,East Sandra,Kazakhstan,b'gAAAAABlumZ2M4bH9RwxGNPT3JTLXIkIPfkCF8KfnYlBW89_c-CEWXhnWzptKVww6pBg1fRsOXGHXoQnegi_ZIQRYKcTfAgQi8WXhq9ovAO0QgVPl-9fcNM=',b'gAAAAABlumZ2MWbP7tSI9hgh089_rSFqUzO9CeawMJ3QuTjkwuMyXaBuGdc96P0GyRAsWFQnDMlWtzgeKQFX-95QLHljFlJBLYun36zangCJkju4aW9Nq8WfZyKuEakl2p4UIVsnfXcqIsvO7uIaB-LpAerw5W9xXw==',Yearly,Active,TastySnacks,Grocery,Snacks,87.0,2020-12-28,6,4,Animi asperiores error delectus voluptas.,862,69,579,116,522.0
2611,b'gAAAAABlumZ157ntLm60PDCj0mIg8Saa-o0Uy9pXvgpuEEVNfhsvjvtvO6T8HE6i51meASvo2EslmGE55WZEJ5tzwUt3Jb-HGw==',55,M,Port Edwardland,Faroe Islands,b'gAAAAABlumZ288SK9hsALtOBI8OF77q5uRvrWJl5h98oi6tJUgoWJduPJ2vX2JmhrUTRqnqGf0IMHkdm-sqcm2iQb-5Pujed8EBT_T4aYqhTaXPH99gyOt0=',b'gAAAAABlumZ2qo6Q0f7vQojJHuUEoQC8W7RKAfEwcLPO8_xo8JgXdiK5mS3LxONhaceen_-ae5GbqLaWHW7CE5qkmiT7KWy_H1_EYAFTpQqiSHSf0Cn0Q1J1HYMmr9XwrbzMLcmjZ9oPDcfZpWw2Ao35AbYkbwKV2g==',Monthly,Active,FreshVegetables,Grocery,Vegetables,15.0,2022-12-04,7,5,Assumenda mollitia rerum rerum minima molestiae eum cupiditate.,249,32,1139,184,105.0
2612,b'gAAAAABlumZ1rmGJXedl8HRk5D0c4BvvUaDnwqfpwNEmZyJe5zx7J0cl4XshRmR-9ONaJNbVOnTbOIwMNAlanGk5My4n65oCtGpxyOKqoaJ6qGcys4bWRdQ=',35,M,Chadchester,Peru,b'gAAAAABlumZ2VHFZ1pCEn6t6nX6pQLXveYVUJ4DJiawz_f5ARFFLVk_SLieG3_QF0bR898NpEwMDkUprpXx4P-C6eu9fYz0Q0-mX3ek9rCT8zIr9h0HHUgg=',b'gAAAAABlumZ2qfqXwRV7I7Ms7ZhT_P-emycSRx4gkO5-bGeTN5FpmgVjSp49MK2PQm4I_sYSu_wOCo1B9A-2lr8NerTsN33_0-ysHy_VnpGrghumIAK2pW8Z8OqL60TE7kRkXfIw_c40',Yearly,Churned,SnacksBurst,Grocery,Snacks,712.0,2022-04-01,4,5,Et id aut sapiente aut ducimus non.,139,60,942,969,2848.0
2613,b'gAAAAABlumZ1kmwLP7QgGtpzdaUG1l1h5XsUcNsV2_Aqw4n3CtzNBq06Wzv5XXDRldj5dq4ejqoAmtllggJy-qiBIzBzXlQjFA==',59,F,South Daniel,Marshall Islands,b'gAAAAABlumZ2xpsrb50hLzAnI6vQQAdir0wz5amH2OSW4spGjt9168WV142Gv2gf8nuyfxognAwEqJ4HRImBw9aCZO-G7ylX-Ip23gpQfw7t0vdbASJNUtI=',b'gAAAAABlumZ2ujM8iIaOTyrK7X4cGUeEPzkOuV0PMOqcmR9jF6oMVYEsW4LDmyJlete9cxPn84KSjQ1_bHHZkmu16iIGusa9_uh0e5d6XW49GydZgI7qzGKSjSXWhh6HQ--LlDmDmkJEnHGqosAl5UtFKffDGCvAbw==',Monthly,Churned,Non-fictionGuide,Books,Non-fiction,19.0,2020-09-06,2,1,Quae dolor aut consequatur doloribus.,521,45,482,2021,38.0
2614,b'gAAAAABlumZ1I_W9b6-G6JpVXHDEEspnYvJA6JxsxzxdXWMJtCnH7uDX49u1viW5sqkp7zthzsOBtcmb_ub3gJNbWnYNqSvCBQ==',35,F,West Brandonton,Mexico,b'gAAAAABlumZ2NvIRaFoaV-zzV_ITsVlxKxXfyRcIZXPzpDsHS2e6nNcMdMH5WYueLLELjL_bmQ13vPgHjSRgnS2yk6z4TR6nNIuHxd8Qvhi9sro90xuiQsE=',b'gAAAAABlumZ2Foi1Zjrf4GN4GI3MZJ7Xg_ICTP6JrYXFpNIxLdOh5DJrYSkOQu83C0mTQieodTcK6CBL78nb32T53ZIwwDrK6GSNpGfDKq9zSOro0t0-_sU92PnDLsKhJXt8aHBOW5shN0TyNHdfxm3J-wO3XynR3g==',Rarely,Active,FreshVegetables,Grocery,Vegetables,99.0,2023-02-01,6,1,Minus cupiditate mollitia aut aliquam quia voluptatem.,1176,32,1187,1579,594.0
2615,b'gAAAAABlumZ1xM-f94qN2XcbvBYVepK2HZL_fuxd5n5YHmO3QaUbvAIfJhQpNzK_w1RJHD2SUohwAs8mCwyCTrxOm8ce4z_J7w==',29,F,Brianside,French Southern Territories,b'gAAAAABlumZ2HofZHX-Er-J0lGGqi0j0rHcmW0N9Grcm7UtEH3WQw4ffdtq8Bur_2QH8S3xMla15_SXMGZ7Qx1fPyDQxjgdwy5eNOC-YUbF2UfLxa6bPzO0=',b'gAAAAABlumZ26egA4qXjZjWruCO6lEQc7yoVWfdgM9YQgZYyxOet0fDbCzDXnz9zoqDTfhCXi5ukAsGyMens18buBDDzkwLrmwgi8aAt0IwU1Lv9OqT2Bt-lMhL_xrRHyaquecyVhWbd',Yearly,Active,TastyBeverages,Grocery,Beverages,896.0,2020-07-31,9,3,Omnis soluta alias ut.,874,68,456,1914,8064.0
2616,b'gAAAAABlumZ1wERX8Bwk2oNGAgH6GU0VfpWlrL9ohMHmH2H_eEFwVGRsfra_J2darbeHsXlN1tNtqZ4KB8syL6mdKT8nBLEL1g==',23,F,New Kim,United States Minor Outlying Islands,b'gAAAAABlumZ29uxUt7d_PCURXAVh7Dfa1K7C9nuvCQwW2q1Lk8UPLro1mBphKV8oa3P0NZ_g0Ror6LpZPWIKYZO1Mzqs1s7Kq23ch0VIQzXqyuGPw94w6-c=',b'gAAAAABlumZ2We_S8TSSbmFyuVGzw6Ecm1RwS8O4_RUmg9GQGtkqwiwWOU7bre_PgzhQgE7T5wU8nO8zZ2U0MEmM8pDqoUJEjpYqHJi33o8bAFaVOVPyq11_LTjFrr6hxLp9mb2Y2glVNW032lACuGVXuUcQm3vS7A==',Yearly,Churned,PantsFits,Clothing,Pants,29.0,2019-05-31,1,5,Aut inventore voluptatem exercitationem esse nisi aut.,222,47,125,251,29.0
2617,b'gAAAAABlumZ1llZqglgfgfymTs4hiVq7ZG66tFTqiHueRhfZhpmbM34xt1fKbdr0BOyBhKOLUxjzxiRPC_rRMBJu8racm6e1aw==',34,M,Lindsayhaven,Chile,b'gAAAAABlumZ2TRraugxoRYCZdBW7950VgyX1omCR0AlV2Ow_G4BqYvJF1bRUXEaI9zWfc7wqxzNTd13lbX4Nz-5tVGIKwvEtOrGLeb5DAwrNQ0_VuyRIk6A=',b'gAAAAABlumZ2Luez52sfHDFe7h7eqJsRX_XjT1INIb9ZGBdCaAEjEeJjaPi5saY0UR6WILIdXhsrEViu1NgJ7TOYWyKXvvaZ_mhH0mXDa1oQ92AZ0AHvN8cfqdgeE9RwncTGGB1L3kNsqfND7rAc9uOODBMRGfTZKg==',Monthly,Churned,EducationalTales,Books,Educational,74.0,2022-09-29,1,1,Natus et sunt architecto hic itaque dicta.,879,25,1084,1655,74.0
2618,b'gAAAAABlumZ1_WbY3Q8hlDxFvp39WYxfV1mPLnAGuQEmx4Ud5uUwo32mBJsulj5MEqnp7y8tUHAmCH-o4SkecHv9XA40_e2GtWYV3j21nImLqnKx14lj3qM=',21,F,Hallton,Paraguay,b'gAAAAABlumZ2qjBJdN9gXAWWoZzBhJYgZtMRr7CAKKQW89hG1Op4hrwHyCmNXyaXF994vT4fdX0loWj45tmxFWbCKlbcRHJsu8uX5Pmwnz2fdo8Wf1wkcGg=',b'gAAAAABlumZ2FJU9s2fRJXK84RJOnjdTUkosl-L33n9oR92Qz42NyqHaf9kxLdexR24hPUdI_95cRT9f2nrSC8uejUUYSi5K1LaPcjll0QDJ9pwYBvDSEJ5pSLSZt82y_A31tJpdqjJr',Monthly,Active,ComfortChair,Furniture,Chair,6.0,2021-06-11,3,4,A incidunt modi ut quae voluptas officia aperiam.,133,21,714,5,18.0
2619,b'gAAAAABlumZ1coDTf65NO8bGkLVwudYKL_gEFtKJlQM94BjNoEqek_2FfCcDWzc4QxSse4o5On172wNBE9-UWAKtALF4CeL0XQ==',28,M,North Curtisland,Comoros,b'gAAAAABlumZ2q5LXkeTe5SZA7KDJzM6FxM7GbYvDXwDr-W0I4ImjA_G2zPW6aBKC9WvuoGZxsoE3PB5XBUrGx_7Bor38qeUxfd_HyPrwONhFQPgrIrg3M78=',b'gAAAAABlumZ2MsYi-RkaSKvo_eCoBgXPDnHfVtvv4VewygvJLgOmjIRQwBLo9elVn3OCSyRPBxzf1reDxWIi-Sal4TSQZcaxXDfKH6nZJ_F-88dV1wivjnSYb83LlULWlBUWn7lBxtpg',Rarely,Churned,TastySnacks,Grocery,Snacks,87.0,2022-06-10,2,5,Dolor saepe natus occaecati deserunt est.,1130,69,1001,611,174.0
2620,b'gAAAAABlumZ1PrcGpO5hD5MTDY_B9u6EJYRA-YMFll_hLY3Blx4pjMCu0JXZPwhkW_cvDR4L2pUCN5Zn6XiO4cSWoyKV8iFgWw==',34,M,Port Kathleenville,Thailand,b'gAAAAABlumZ2Zc6MeRyMFJopodeF4NToLnp24AkDHb_ArpP_b9k-DS4aCKzhIb_FzSC5b6OYGCRGgBSnDej7KegSyaC3kmMfc6QMGMgHUp1YG85CbsIjtLs=',b'gAAAAABlumZ20_tr5TLpNY1uVQ4agF2MCnW9ww2-pTHJ6DC3flJ9D69wOXcKSi-NpU0RjgJx30RW1hKM1NtKFpzr9baC1HhPKcbjm6KTNrZtevJqscFft6bmCOJFsX4fBOQuudV1_1AB',Monthly,Churned,FictionTales,Books,Fiction,3.0,2019-12-17,9,3,Ut dolore et tempore ea temporibus delectus atque.,839,29,289,2714,27.0
2621,b'gAAAAABlumZ1Fg4PJfyPl08s5Ss4mEUxDzfYPLv-Rfoq_aCyjbPRU3hPb9t21-gJclxknpB1gWZeYUPuWUzUesVD9bqXG7ZLLw==',50,M,Marshfort,Japan,b'gAAAAABlumZ2wbP1bssewImdX51ukbQyloKvHG4AdFC0P2ses5_G8rI9lFeKKiRC8sWZrtBYJuKTGd1VUChEcLl_-R32mMrzqCWpGANhaRbcYb1CbWF5Y5k=',b'gAAAAABlumZ2QbHvQ2MsymY19QegfHpJEiX4aqwFM-nk2t5AOiOqBix969yOUB5x817VnyBpm1SuDmKu7fadSPglplwZwzUk_hJ5bN8czm8exFsIt-fTzlzUE0iWOFtcrtLsfKQvSpe2XEJAuUpSc7503eInhNDXhA==',Yearly,Active,ProPants,Clothing,Pants,36.0,2022-03-28,4,4,Explicabo iure explicabo id delectus voluptas.,144,54,938,1154,144.0
2622,b'gAAAAABlumZ1DUVofeCJ9dgIaANSK5hxCk7qONOBieHnkZMKBPgK-pEZ5NRG86UWmUMB6cIyWsoVPNRtpy76HFcvWWjz69GMvg==',21,M,Jenniferborough,Equatorial Guinea,b'gAAAAABlumZ2QRS5Yeq3asbp4W17IzhvtKSbYGHDe06s42ycYZHYHx2qDouxx6SaSl4L6euRAc_BieGEKGMEgP0kBhmAOAmUnbpzibqQPLo3pa7cI6m8j0s=',b'gAAAAABlumZ2Yx6iCtzlDLeyM634ZVzzXqfThTXpuX6SVkREquMLw9gTGcWbP9k0xR-O0nyhKH-D5S7GSEMrL4VGVc1KKzP57diEchB-laRc-kTlZRY8uH0g-n7qH_MH_WfOV1q7M-M-',Yearly,Churned,The Art of Non-fiction,Books,Non-fiction,70.0,2023-02-24,3,5,Velit est quo quam quam.,869,73,1209,2806,210.0
2623,b'gAAAAABlumZ1uLKb1fueMjH20aGb5O_72RJ1eOaRX-pIKexM8kVBz0LsmVtTCjNky2LAlGjMmS8XVNKqUHfi6eLgWt6jGdNQjg==',62,F,Vegaport,Uruguay,b'gAAAAABlumZ21BQYRZ59eO7wAR3LIoHtwxEQ3L1ZE6zdIt8ODITdG-N3U49T5wAdNMRYkR3QT3yA7Yy-Jp5t_yX3p40AvkuWfAKPzueucwuwAlMMmY86o5g=',b'gAAAAABlumZ2SV-fmNLrCmExQNsFY8CmEqLRTIm_jGRzQmNyut8Yscp2DjxStNwKP2-wFFO8wUE03ovhZkYd1z9UR5JVvbA6nzC-ysAcHcanhCSOanXHV5w0pjtjBMD9Iv663oqnuZso',Yearly,Churned,ComfortTable,Furniture,Table,48.0,2020-04-24,10,3,Culpa perspiciatis id impedit beatae.,553,23,386,453,480.0
2624,b'gAAAAABlumZ1lKJt9HvHoA5UY6ND6-AZJHkGOPAKm93txtnHuug9cWDTgijcqhvSapF64akCRp0zXJnVrl-VfvR0I-nlaKEFIg==',30,F,Rollinshaven,North Macedonia,b'gAAAAABlumZ2DMEcPppsE-s2wCtATLfDNBHAeU8IFSrGIBm2jZXz_eJY-49r2Uzn-xP7zQLKnRpHtWPEchuqot5Jpe2qGZxGypZ5A6RzFv6HuJaOhuIwfsQ=',b'gAAAAABlumZ25unwQXs1G8JBCR42sR7_TsPxj9tq8m4-ig7qEQvjsW_tFfIkzVf5kFs-xHIxMzGbgP3i9Pt-Yh_ff5J38EAoZZDrSyF_wLu32t9BckGNRHDAy1FqGajt1pYTHHNxcQXT',Yearly,Churned,Non-fictionTales,Books,Non-fiction,253.0,2023-03-07,8,5,Nemo corporis eligendi ullam consequatur fugiat.,187,46,1218,1673,2024.0
2625,b'gAAAAABlumZ1q33GHMmryti81jzt6vmjRgv1r-pzMnOtudvo8TK3uVdOIffZPeXycId7qxhEz9pG3ilasis54TmwyqYW7kNxXQ==',61,F,Goodmanview,Czech Republic,b'gAAAAABlumZ2y-yOIPT8AAOf4u0hKTiiv00hjRe1WabJyG4tPn0AxSFBg5raoE9uNRZAn_H5HB3Y976dCIj_oW3byA2tM5Ziva2Yq7OzjjAi5XA6A_RVd9c=',b'gAAAAABlumZ2nECJLkZol6AXw7vJj-IbCRFHMhkJH8XJSkfxxfvxWR3wfQQCUy9jpr-_U8-L0FhaBrKyJHGBPnXB4VJ9fsw25ocXIvkLTJQiQ9NXR0iXO-K5BTxrlFn-n7oC-vMO7XiHpc9LWZjwG-kTrVCD6p_5ng==',Yearly,Churned,SofaPlus,Furniture,Sofa,896.0,2019-04-07,5,1,Quae voluptas quia perferendis dolore quo cum est.,1134,63,79,2028,4480.0
