id,name,age,gender,city,country,credit_card,full_address,user_source_type,user_status,product_name,category,subcategory,price,date_purchase,quantity,rating,comment
2335,Andrea Meyer,-2,M,Phamland,Austria,2285772482228935,"23023 Weiss Streets Apt. 627, Harrisberg, OH 09948",Monthly,Active,ChairPlus,Furniture,Chair,-27.00,2019-07-04,2,5,Velit molestiae rerum molestiae.
2336,Brittany Garcia,100,F,Lake Ericaberg,Bermuda,5430007819649884,"6669 Anderson Key, Harrisonshire, MD 93225",Monthly,Churned,TablePlus,Furniture,Table,-94.00,2023-08-19,4,5,At illo id sed minima cum.
2337,Evan Garcia,150,F,Westmouth,Monaco,2550845975731447,"60267 Thomas Mill, Port Danielfort, RI 39872",Rarely,Active,PantsWear,Clothing,Pants,-48.00,2020-04-01,7,3,Eveniet culpa et officiis occaecati labore voluptatum sed ea.
2338,Michael Haley,150,M,Amandatown,Zimbabwe,2286271514981263,"17419 Eric Cliff Apt. 022, West Melanieton, KY 15497",Yearly,Active,FreshVegetables,Grocery,Vegetables,-69.00,2022-04-09,8,5,Hic sed rem a odio voluptatum quo enim.
2339,Jason Tucker,1,F,Maxwellburgh,Israel,2700154924596046,"001 Harrison Ford Suite 090, Normaport, WY 72796",Yearly,Churned,SofaDeluxe,Furniture,Sofa,266.00,2020-07-26,5,1,Et quasi accusamus perspiciatis vel qui asperiores pariatur dolor.
2340,Jared Young,150,M,West Todd,Montserrat,2559722311958078,"838 Hernandez Walks Suite 894, Adamsport, PR 26749",Yearly,Churned,PantsFits,Clothing,Pants,-22.00,2021-09-06,6,1,Officiis omnis omnis iusto dolorum quam in.
2341,Mr. Daniel Valentine,-5,M,North Suzanne,Maldives,2298121509044393,"5725 Edwards Port Apt. 608, West Kimberly, OK 68094",Yearly,Churned,SpeakerPro,Electronics,Speaker,-2.00,2020-02-19,3,2,Eveniet pariatur ex veritatis voluptatum nemo amet qui dolor.
2342,Norma Martinez,-1,M,Cruzstad,Venezuela,2251620441680326,"935 Thomas Manor Apt. 180, Nicolemouth, MS 71395",Yearly,Churned,The Art of Fiction,Books,Fiction,-98.00,2021-10-09,1,3,Dicta magni sunt est ipsum quidem sed.
2343,Mrs. Emily Campbell,150,F,Annaland,Portugal,5548939915555954,"PSC 4597, Box 3246, APO AP 56782",Rarely,Churned,LaptopPro,Electronics,Laptop,377.00,2019-08-20,5,2,Perferendis aliquid voluptatem veritatis recusandae est officiis.
2344,Timothy Gibbs,62,F,Birdchester,Turkey,2719927992866774,"Unit 2040 Box 7332, DPO AA 37397",Monthly,Active,The Art of Fiction,Books,Fiction,-8.00,2022-01-01,4,2,Pariatur tenetur sit vitae.
2345,Shawn Green,54,M,Rojasshire,Nicaragua,5158477384222898,"402 Wallace Course, West Katherineport, VI 53571",Rarely,Active,EducationalTales,Books,Educational,-18.00,2020-06-30,5,5,Hic dignissimos odit sapiente velit eveniet.
2346,Matthew Torres,3,F,West Ravenland,Kazakhstan,5146683044374855,"77792 Timothy Ports Apt. 099, Taylorshire, CO 17293",Yearly,Churned,UltraPhone,Electronics,Phone,579.00,2023-12-07,1,1,Sunt delectus in laborum vero.
2347,Natalie Smith,39,M,Lake Jeffreytown,Grenada,2257049230592076,"877 Melissa Union Suite 163, South Andrew, WI 20013",Monthly,Churned,SpeakerPro,Electronics,Speaker,-16.00,2022-08-01,4,4,Magni exercitationem libero beatae nostrum labore dolorem.
2348,Gabriella Barnett,24,M,Lake Brianfort,Ethiopia,2280862831538269,"676 Jimenez Landing Apt. 041, Lake Kathy, MP 42946",Yearly,Churned,TastyBeverages,Grocery,Beverages,-78.00,2019-10-12,5,4,Optio sit aut est.
2349,Amy Gray,5,M,South Charleston,Congo,2426670590901320,"3957 Cook Locks, Port Jason, AK 71417",Rarely,Churned,UltraPhone,Electronics,Phone,-86.00,2022-01-09,7,4,Ut culpa ut est omnis.
2350,Tracey Roberts,0,M,Port Joshua,Saudi Arabia,2245175932275218,"93161 Ferrell Corner Apt. 787, Jordanfurt, KS 56092",Yearly,Churned,LaptopPro,Electronics,Laptop,392.00,2023-06-05,3,1,Molestiae qui fugit a.
2351,Richard Ellis,2,M,Sethchester,Anguilla,2291876311710203,"93125 Megan Union, East Marissaland, ME 43022",Yearly,Active,SofaDeluxe,Furniture,Sofa,911.00,2019-12-05,9,1,Ut error iusto eius et fugit.
2352,Thomas Mueller,150,F,Annborough,Sudan,2260014971242336,"2050 Ramirez Mission, North Robert, MO 53868",Yearly,Churned,Non-fictionTales,Books,Non-fiction,854.00,2021-09-18,9,3,Asperiores velit illum qui dolore quaerat.
2353,Jeanne Smith,150,F,New Bruceborough,Jersey,2568560947502707,"88697 Michael Green, Lake Joshuamouth, OR 14278",Yearly,Active,UltraLaptop,Electronics,Laptop,-6.00,2022-01-19,4,5,Omnis blanditiis totam cupiditate similique nihil nihil.
2354,Cindy Kelley,69,F,West Kevin,Mismatched Country,2236518834760285,"3055 Robinson Motorway, Davisborough, CT 76268",Yearly,Churned,TastyVegetables,Grocery,Vegetables,-70.00,2020-10-19,7,3,Sint a perspiciatis quaerat qui libero.
2355,Ricardo Weber,44,M,West Cherylburgh,Mismatched Country,5279642683877791,"5370 Donna Field, Toddberg, MO 04544",Rarely,Active,LaptopPro,Electronics,Laptop,-18.00,2021-02-14,3,5,Veniam odit laborum vel vel.
2356,Joshua Mcclure Jr.,150,M,Lisaburgh,Mali,5275083749976331,"99606 Wyatt Trafficway Apt. 708, Port Matthewton, AR 46810",Rarely,Active,TableDeluxe,Furniture,Table,78.00,2021-06-26,3,2,Aut et placeat ut ratione dolorem earum.
2357,Brittany Garcia,100,F,Lake Ericaberg,Bermuda,5430007819649884,"6669 Anderson Key, Harrisonshire, MD 93225",Monthly,Active,UltraLaptop,Electronics,Laptop,-68.00,2021-02-13,5,1,Saepe consequatur veniam cumque saepe ipsam nemo beatae ea.
2358,Bruce Williams,-4,M,Thomasview,Nepal,2299363427521479,"6331 Thomas Shoals Suite 221, West Thomaschester, MI 75773",Rarely,Churned,The Art of Non-fiction,Books,Non-fiction,-33.00,2019-03-14,3,5,Fugit quae laboriosam consequatur sequi.
2359,Joshua Johnson,21,M,Lake Marvinburgh,Oman,5399670196699175,"05532 Erin Unions, Port Danielbury, RI 70293",Yearly,Churned,MegaLaptop,Electronics,Laptop,258.00,2021-07-24,9,2,Animi dolore voluptatem sit iure error soluta.
2360,Felicia English,4,M,Port Gregoryport,Poland,2400506006356784,"73259 Gray Inlet, East Davidville, CT 22349",Yearly,Active,FreshVegetables,Grocery,Vegetables,-1.00,2019-03-12,4,1,Assumenda consequatur consectetur eos eaque.
2361,Charles Martin,150,M,Wesleystad,Mismatched Country,2236905127937797,"2902 Smith Ville Apt. 164, East Michael, DE 92703",Rarely,Active,JacketWear,Clothing,Jacket,-25.00,2021-02-17,4,3,In distinctio quis voluptas dicta ex.
2362,Rita Smith,69,M,Michaeltown,Montenegro,2281597111630480,"429 Wright Views, Jennafort, OR 11414",Yearly,Active,FreshBeverages,Grocery,Beverages,970.00,2019-12-26,5,4,Sequi ut odio cupiditate ea esse.
2363,Rhonda Rivas,-5,F,Monroeberg,Solomon Islands,2226014294420331,"Unit 0182 Box 2373, DPO AE 73754",Yearly,Churned,UltraSpeaker,Electronics,Speaker,-96.00,2019-04-02,7,1,Aut omnis corrupti blanditiis laborum voluptatum et.
2364,David Jones,150,M,Duranland,Mismatched Country,2702789931985977,"579 Brown Burg, Kingfurt, HI 40336",Yearly,Active,JacketWear,Clothing,Jacket,906.00,2020-04-02,4,1,Illo exercitationem omnis rerum assumenda alias rerum quos.
2365,Amber Taylor,-4,F,South Kenneth,Sweden,5371975549114554,"737 Norris Highway Apt. 909, Pattersonburgh, DE 67020",Monthly,Active,SnacksBurst,Grocery,Snacks,150.00,2019-05-09,6,4,Facere voluptatem ut eaque esse aliquam magni.
2366,Carrie Wilson,34,F,South Stephen,Belarus,2225883978422545,"66909 Yang Prairie, Barnestown, AS 54940",Yearly,Churned,EducationalTales,Books,Educational,462.00,2024-01-23,9,5,Veniam vero est magni quos.
2367,Diana Wong,150,F,Beckshire,Barbados,2271981683292469,"859 Rivera View, Ianport, NJ 92781",Yearly,Active,FreshSnacks,Grocery,Snacks,738.00,2021-08-02,5,2,Velit harum occaecati rem corporis delectus quia consequatur neque.
2368,Lindsey Brown,17,M,Sanchezfort,Bahrain,5392242279691631,"USNS Munoz, FPO AP 40576",Yearly,Active,VegetablesBurst,Grocery,Vegetables,-93.00,2021-10-31,2,2,Perferendis dolor enim accusantium deserunt repellat.
2369,John Hayden,5,F,Angelafort,Hungary,5487141004975606,"13948 Hayes Dam Suite 308, Davidmouth, DE 44075",Yearly,Active,ComfortSofa,Furniture,Sofa,778.00,2020-03-21,5,3,Et aliquam molestiae tempora ut dolorem reiciendis.
2370,Gregory Turner,1,F,Port William,Namibia,2720083470979775,"PSC 5503, Box 4944, APO AE 68712",Yearly,Active,Non-fictionTales,Books,Non-fiction,971.00,2021-09-29,6,5,Voluptas soluta qui sunt.
2371,Melanie Madden DDS,150,M,Jefferyfort,Tuvalu,2276536313230159,"15324 Fuentes Springs, South Amandamouth, CO 53044",Rarely,Active,FreshSnacks,Grocery,Snacks,382.00,2021-08-01,10,5,Officia libero corrupti id est sit.
2372,Nancy Alexander,2,F,East Jacquelinebury,Brazil,5249219188053058,"470 Stephen Glens, West Kevinside, LA 27085",Yearly,Churned,ProPants,Clothing,Pants,502.00,2023-05-31,2,3,Qui maiores neque at qui incidunt.
2373,Douglas Montgomery,13,F,Port Nicole,Vanuatu,2660579935075796,"3794 Lawrence Crossing Suite 167, Wendyfurt, ME 71234",Yearly,Active,ProShirt,Clothing,Shirt,103.00,2020-07-13,7,2,Vitae qui nostrum dolorum quia nihil at.
2374,Mary Estes,52,F,Derekland,Liechtenstein,2425083714617858,"0643 Wood Drive, Hunterburgh, ID 78791",Monthly,Churned,FictionTales,Books,Fiction,589.00,2020-08-08,10,1,Sequi dolor quia velit.
2375,Amber Cohen,42,F,Port Christophershire,Guyana,2715399668497397,"Unit 5412 Box 7261, DPO AE 67769",Yearly,Active,Non-fictionTales,Books,Non-fiction,-71.00,2019-04-07,1,4,Exercitationem impedit est animi nam asperiores numquam quibusdam fugiat.
2376,Kimberly Collins,-5,F,South Jessicaville,Costa Rica,2451227060875456,"30526 Tucker Ports Suite 986, South Edward, WI 57185",Yearly,Churned,ProShirt,Clothing,Shirt,457.00,2021-09-28,5,3,Minima in officia possimus dolor.
2377,Cynthia Lee,150,F,Millerberg,Niue,2689465949993819,"00954 Mario Land Suite 263, Jessicaborough, AL 83179",Yearly,Active,SnacksBurst,Grocery,Snacks,308.00,2022-04-25,6,1,Commodi vero minima magnam consequatur.
2378,Julie Smith,12,M,Monicatown,Mauritania,2480451240895730,"52182 Pearson Stravenue Suite 114, East Rachel, DC 84246",Yearly,Churned,The Art of Fiction,Books,Fiction,-100.00,2022-10-12,1,2,Et aperiam architecto adipisci temporibus facilis laborum.
2379,Carol Moore,4,M,Vaughanville,Macao,2270677148545563,"024 Cook Lakes Suite 337, East Bethany, GU 55122",Monthly,Churned,BeveragesBurst,Grocery,Beverages,339.00,2022-01-07,5,3,Ullam blanditiis rerum unde.
2380,Angela Bean,150,F,West Thomasfort,Uzbekistan,2505057048752840,"085 Christina Estates, Port Haley, KY 53045",Monthly,Churned,TastySnacks,Grocery,Snacks,737.00,2019-06-18,2,1,Saepe est eos et temporibus rem eum.
2381,Jacob Fuller,4,M,Coxview,Montenegro,2530558849674058,"6123 Lynn Knolls Suite 730, Laceymouth, GA 55970",Yearly,Churned,Non-fictionTales,Books,Non-fiction,444.00,2020-01-12,9,4,Quidem sint consequatur voluptates ut laudantium veniam deserunt.
2382,Elizabeth Hall,95,M,West Marissa,Benin,2706882603597752,"64305 Turner Summit Apt. 923, South Jeffrey, MT 10213",Yearly,Active,VegetablesBurst,Grocery,Vegetables,411.00,2019-09-30,4,4,Sapiente harum dolores quidem et.
2383,Jennifer Smith,150,F,Brentberg,Latvia,2242809741383473,"4902 Dawn Corners, Erikachester, WY 44790",Yearly,Churned,Non-fictionGuide,Books,Non-fiction,489.00,2019-05-15,9,1,Quibusdam corporis maxime et non quisquam quaerat quo.
2384,Kimberly Howard,150,M,Lake Theresaberg,Vietnam,2367632911621228,"3186 Mckinney Skyway Apt. 776, Lake Brianberg, NE 97524",Monthly,Churned,SpeakerPro,Electronics,Speaker,625.00,2021-02-15,5,4,Dolorum qui dignissimos non corporis fugiat.
2385,Alan Sanders,150,F,Lake Veronica,Tonga,2325434202739509,"21700 Brittany Prairie Suite 854, East Becky, IA 90516",Rarely,Churned,Non-fictionTales,Books,Non-fiction,870.00,2022-08-03,5,1,Est occaecati labore occaecati ducimus at id dolorem.
2386,Connor Frazier,62,F,Lake Daniel,New Zealand,2706585013214815,"035 Morgan Lodge Suite 403, Matthewsburgh, TN 62679",Yearly,Active,FreshBeverages,Grocery,Beverages,-11.00,2021-03-29,4,3,Eveniet enim nihil dicta distinctio doloribus velit.
2387,Madison Mooney,37,F,West Kevinmouth,Croatia,2709286589909253,"173 Dorothy Village, Dannymouth, OR 02533",Yearly,Churned,ComfortTable,Furniture,Table,679.00,2023-06-28,1,1,Delectus minus enim consequuntur dolor rerum cum aperiam.
2388,William Ellis,150,F,New Marktown,Guatemala,2242467988588898,"195 Amy Street Suite 665, West Ericaborough, WY 19037",Yearly,Active,UltraPhone,Electronics,Phone,-19.00,2021-07-09,4,2,Nostrum deleniti ex qui aliquid necessitatibus repellendus quisquam.
2389,Felicia English,4,M,Port Gregoryport,Poland,2400506006356784,"73259 Gray Inlet, East Davidville, CT 22349",Yearly,Churned,TableDeluxe,Furniture,Table,-22.00,2023-03-23,7,1,Et commodi nam inventore aliquam voluptas unde non.
2390,Erika Garza,-3,M,Amandaland,Liechtenstein,2344911417425757,"40639 Michael Groves Apt. 376, New Dustin, OR 97167",Rarely,Churned,ProShirt,Clothing,Shirt,-5.00,2019-09-01,5,2,Et dolorem exercitationem dolores.
2391,Kyle Mckenzie,39,F,Beckerfurt,Mauritius,2708156653192451,"5113 Michael Parkways Apt. 683, Smithborough, MI 94569",Yearly,Active,ProPants,Clothing,Pants,-34.00,2020-01-09,3,5,Similique rerum accusantium asperiores officiis rerum eos qui.
2392,Amy Phillips,1,F,Paulachester,Latvia,5163575914060911,"0496 David Squares Suite 403, Ricefort, KY 47855",Yearly,Active,FreshBeverages,Grocery,Beverages,-100.00,2020-06-14,8,2,Delectus fugiat necessitatibus eaque qui impedit.
2393,Dennis Salazar,34,F,Lake Paul,Guadeloupe,2430035901947244,"USNS Nelson, FPO AP 17561",Monthly,Churned,ShirtFits,Clothing,Shirt,-85.00,2022-04-27,5,5,Itaque asperiores culpa quia dolorum fugiat.
2394,Jessica Harrison,32,M,Port Bernardborough,Cambodia,2720933792777838,"831 Wendy Roads Apt. 800, Lake Emma, IA 90407",Rarely,Churned,SofaPlus,Furniture,Sofa,263.00,2021-12-07,5,5,Non id qui quia ut aut expedita.
2395,Tammy Steele,41,M,Victoriaville,Costa Rica,2720179136482459,"116 Lewis Street Suite 656, East Teresamouth, OR 25419",Yearly,Active,VegetablesBurst,Grocery,Vegetables,217.00,2021-10-13,3,5,Impedit eius eaque ea non dignissimos et quaerat.
2396,Laura Morris,20,F,New Scottmouth,Isle of Man,2719490723377231,"868 Wilson Gateway, Port Susanmouth, IN 81725",Rarely,Churned,ShirtFits,Clothing,Shirt,-19.00,2021-11-22,8,3,Vel id quo odio deleniti.
2397,Tom Cooper DDS,17,M,East Betty,Ukraine,2267594971280488,"USCGC Rogers, FPO AE 97112",Monthly,Active,MegaPhone,Electronics,Phone,-63.00,2020-09-01,10,4,Officia aliquam explicabo rerum nihil hic molestiae occaecati.
2398,Brian Ingram,150,M,Barberfurt,Palau,2269842323880432,"0056 Macias Well, New Charlesfort, LA 01904",Yearly,Churned,ComfortChair,Furniture,Chair,-41.00,2021-08-18,8,4,Provident eligendi impedit facilis odio dicta quis sequi.
2399,Anthony Walker,150,M,New Jasmine,Gibraltar,2231615289649495,"86069 Woodward Underpass, Lake Jeffrey, RI 87928",Monthly,Churned,PantsFits,Clothing,Pants,-29.00,2022-07-16,10,3,Similique quisquam sit modi quo eos quod.
2400,Raymond Anderson,64,M,Millerborough,Mozambique,5204496354111760,"94507 Jerry Squares Suite 962, Dukemouth, AR 06517",Yearly,Active,MegaSpeaker,Electronics,Speaker,-61.00,2020-10-18,4,3,Exercitationem temporibus omnis quo ut quasi.
2401,Barbara Weaver,36,M,Taylorport,North Macedonia,5401133541776814,"322 Brianna Highway Suite 503, South Thomas, TX 56808",Yearly,Churned,ShirtFits,Clothing,Shirt,-30.00,2020-11-17,2,5,Necessitatibus voluptatem occaecati dolore ut deleniti corporis repellendus aut.
2402,Ashley Curry,97,F,Liborough,South Georgia and the South Sandwich Islands,2259536484579161,"53673 Erin Isle Suite 430, Mooreside, AK 37229",Monthly,Active,FictionGuide,Books,Fiction,922.00,2021-06-13,6,3,Similique fuga ex perspiciatis qui.
2403,Jessica Harrison,32,M,Port Bernardborough,Cambodia,2720933792777838,"831 Wendy Roads Apt. 800, Lake Emma, IA 90407",Rarely,Active,FreshVegetables,Grocery,Vegetables,-4.00,2021-07-11,6,4,Deleniti architecto impedit nisi et suscipit iste ab.
2404,Elizabeth Hall,95,M,West Marissa,Benin,2706882603597752,"64305 Turner Summit Apt. 923, South Jeffrey, MT 10213",Yearly,Churned,The Art of Educational,Books,Educational,873.00,2022-12-20,8,5,Repellendus minima sed molestias dolorem quaerat neque.
2405,Matthew Green,-4,M,Ashleyland,Tajikistan,5227803388114160,"16551 Rios Ports Apt. 807, Taraberg, UT 99802",Yearly,Active,SpeakerMaster,Electronics,Speaker,467.00,2019-08-09,1,5,Corrupti omnis facere sapiente ullam doloremque.
2406,Christina Parker,-1,F,New Anthony,Sweden,2261353234670340,"575 Walsh Stravenue Apt. 058, Larafurt, CA 68853",Yearly,Churned,FictionGuide,Books,Fiction,-86.00,2023-10-01,4,1,Debitis praesentium error quia modi qui ad aut.
2407,Sarah Wilson,75,F,East Jamestown,Antigua and Barbuda,5125967060260477,"22201 Anderson Loaf, Millerstad, PW 36395",Yearly,Churned,NULL,Electronics,Phone,480.00,2023-07-18,5,4,Voluptas ut commodi illo facilis magni.
2408,Ashley Watkins,-1,F,Port Teresa,Tajikistan,2717725305805337,"8384 Katherine Common, West Henry, TN 65169",Rarely,Churned,TastyBeverages,Grocery,Beverages,730.00,2019-08-26,2,2,Ducimus perspiciatis illum enim consectetur odio repellendus eveniet.
2409,Mr. Daniel Valentine,-5,M,North Suzanne,Maldives,2298121509044393,"5725 Edwards Port Apt. 608, West Kimberly, OK 68094",Yearly,Active,ComfortTable,Furniture,Table,-95.00,2022-02-08,1,5,Dignissimos eveniet rerum consectetur quia itaque est cum.
2410,Michael Duffy,150,M,Garrettmouth,Tokelau,5161060164148064,"5584 Bonilla Extension Apt. 810, Luceroburgh, WA 78409",Yearly,Active,JacketWear,Clothing,Jacket,-46.00,2023-04-01,10,2,Tempora quisquam officia aperiam iste quia eos aut.
2411,William Gonzales,0,M,North Mariatown,Belgium,2256106031842935,"750 Frank Port, Theresatown, WA 50307",Yearly,Active,SnacksBurst,Grocery,Snacks,308.00,2022-12-10,2,2,Dolores mollitia aut quas illum in quisquam eius error.
2412,Debbie Valenzuela DVM,2,M,Morrowland,Dominica,2645090574765325,"USNS Watts, FPO AA 56048",Yearly,Active,FreshVegetables,Grocery,Vegetables,-47.00,2021-07-13,2,2,Odio voluptatibus ut quas aut animi.
2413,Curtis Wilson,150,M,East Emily,Norway,5420172562556280,"28084 Barber Gardens, Sosaborough, NV 90197",Yearly,Churned,JacketWear,Clothing,Jacket,-39.00,2020-06-17,6,3,Quia qui quis perspiciatis odit magni.
2414,Kevin Wright,150,M,North Allen,Saint Pierre and Miquelon,2239030432134571,"67570 Fox Isle, Lake Normanborough, IN 05383",Yearly,Active,ComfortSofa,Furniture,Sofa,22.00,2020-11-30,10,3,Consequatur voluptatem nemo eos commodi eum.
2415,Anthony Lee,-1,M,East Neilmouth,Heard Island and McDonald Islands,2705884199061194,"0201 Powers Field, Davidsonburgh, PR 85813",Rarely,Active,The Art of Educational,Books,Educational,-53.00,2019-05-08,6,2,Omnis porro dicta est earum deserunt mollitia.
2416,Eileen Downs,0,F,Garciaberg,Iran,5178681982397608,"475 Ramsey Hollow Apt. 938, West Cherylton, MT 98894",Monthly,Churned,UltraPhone,Electronics,Phone,755.00,2022-09-09,2,3,Saepe aliquid quam perspiciatis dolorum iste.
2417,Marilyn Morgan,150,F,Smithville,Samoa,2241740277984304,"37183 Dean Via Suite 526, Lake Jamesfort, TN 47481",Yearly,Churned,ComfortTable,Furniture,Table,-30.00,2019-01-13,8,5,Veritatis tenetur pariatur similique.
2418,Sarah Livingston,4,M,South Annette,Thailand,2231430506411673,"7015 Ramsey Knolls, Christianfurt, GU 65587",Yearly,Churned,JacketFits,Clothing,Jacket,-35.00,2021-03-29,1,5,Explicabo ut iusto nulla voluptas perspiciatis rerum.
2419,Carolyn Brown,-2,M,Port Sylvia,Svalbard & Jan Mayen Islands,2279417395549344,"61887 Willie Port Apt. 416, East Williamland, PR 47646",Rarely,Active,FictionGuide,Books,Fiction,970.00,2021-10-09,3,5,Rerum tempore qui voluptas tenetur exercitationem vitae.
2420,Jacob Morris,150,M,Mossport,Isle of Man,2706157588459553,"51547 Todd Terrace Apt. 986, East Paulmouth, KS 25160",Yearly,Active,SofaDeluxe,Furniture,Sofa,259.00,2023-05-28,6,1,Iusto doloremque omnis dolorem non et debitis facere.
2421,Carolyn Rivera,150,F,North Davidfort,Swaziland,2250710741098740,"3574 Campbell Throughway Suite 880, Port Kennethfurt, DE 30652",Yearly,Active,ComfortSofa,Furniture,Sofa,-10.00,2022-07-25,2,2,Exercitationem odit eligendi ullam aut sunt dignissimos dolorem.
