"id","name","age","gender","city","country","credit_card","full_address","user_source_type","user_status","product_name","category","subcategory","price","date_purchase","quantity","rating","comment","created_at","updated_at"
"359","Kathryn Forbes","150","F","West Jennifer","Senegal","2565209606888956","399 Joshua Corner, East Matthew, ND 96409","Yearly","Churned","ChairDeluxe","Furniture","Chair","840.00","2021-07-19","1","4","Dicta voluptas repudiandae minima magnam magni ipsa temporibus velit.","2024-01-23 08:34:52","2024-01-23 08:34:52"
"360","Desiree Hess","0","F","Donaldville","Montserrat","5208631392666328","PSC 5067, Box 7115, APO AP 38009","Rarely","Active","PhoneMaster","Electronics","Phone","-35.00","2023-01-12","2","3","Sint dolor tempore illo et quas perspiciatis quam et.","2024-01-23 08:34:52","2024-01-23 08:34:52"
"361","Christopher Nelson","1","F","Rileyburgh","United States Minor Outlying Islands","2223153669476149","16700 Miller Ramp Suite 840, East Kaylaberg, PA 41514","Yearly","Churned","PhoneMaster","Electronics","Phone","-38.00","2023-01-08","2","5","Quis quia omnis similique corrupti deserunt quae quibusdam.","2024-01-23 08:34:52","2024-01-23 08:34:52"
"362","Harold Singh","150","M","Port Antonio","Costa Rica","2702793797566822","198 Dennis Shoal, East Robertville, ND 60530","Monthly","Active","VegetablesBurst","Grocery","Vegetables","-19.00","2021-03-02","1","1","Molestiae assumenda ratione ut est omnis.","2024-01-23 08:34:52","2024-01-23 08:34:52"
"363","Kimberly Clark","150","F","South Josechester","Finland","2326435332771501","52622 Clark Causeway Suite 029, Brentstad, OK 28683","Monthly","Churned","TastyBeverages","Grocery","Beverages","-18.00","2022-08-14","3","5","Fugiat excepturi quaerat dolores sint id omnis quia.","2024-01-23 08:34:52","2024-01-23 08:34:52"
"364","Jonathan Cabrera","99","M","Port Elizabeth","Japan","2709703279666639","27532 Greene Crossroad Suite 294, West Toddview, IN 33001","Yearly","Active","ShirtFits","Clothing","Shirt","-43.00","2022-07-06","4","1","Consectetur minima in neque eos.","2024-01-23 08:34:52","2024-01-23 08:34:52"
"365","Charles Marks","150","F","Comptonborough","Niger","5396133802690537","15656 Michael Junction, Maloneview, NY 32583","Yearly","Active","ProPants","Clothing","Pants","365.00","2022-02-19","7","2","Illo dolorum laudantium ipsa molestias nisi.","2024-01-23 08:34:52","2024-01-23 08:34:52"
"366","Anthony Pineda","43","F","Garystad","Botswana","2279338272724729","034 Lisa Green, West Shannon, LA 84289","Yearly","Churned","FreshSnacks","Grocery","Snacks","-30.00","2019-01-31","1","5","Eum dicta temporibus officiis eveniet eos qui.","2024-01-23 08:34:52","2024-01-23 08:34:52"
"367","William Lopez","28","F","Allisontown","Eritrea","5402865924203887","USNV Ramos, FPO AP 78816","Yearly","Churned","LaptopPro","Electronics","Laptop","643.00","2020-11-25","9","2","Omnis architecto omnis aliquid incidunt.","2024-01-23 08:34:52","2024-01-23 08:34:52"
"368","David Maddox","60","M","Anthonyburgh","Cyprus","2515025707725520","185 Ryan Forges, Brandonburgh, DE 28609","Yearly","Churned","The Art of Non-fiction","Books","Non-fiction","-96.00","2023-12-23","7","3","Ipsa quis enim dolorem dolorem molestias sequi.","2024-01-23 08:34:52","2024-01-23 08:34:52"
"369","Ricardo Johnston","150","M","Lake Kimberly","Spain","2694395480935981","9576 Dana Burgs Suite 464, Port Vanessatown, MT 66440","Yearly","Churned","ComfortTable","Furniture","Table","-10.00","2019-04-17","9","3","Et autem ducimus quibusdam.","2024-01-23 08:34:52","2024-01-23 08:34:52"
"370","Tammy Hurst","58","F","Hudsonstad","Korea","2239492869872372","3707 Abigail Creek Apt. 445, West Ariel, DE 30322","Monthly","Active","JacketFits","Clothing","Jacket","61.00","2020-04-27","4","4","Voluptatibus qui dolorem eos.","2024-01-23 08:34:52","2024-01-23 08:34:52"
"371","Jennifer Rodriguez","150","M","Susanport","Christmas Island","5358436966660279","21131 Keith Dam, Amybury, DE 36636","Yearly","Active","ChairPlus","Furniture","Chair","-100.00","2019-03-20","10","4","Vel nesciunt molestias qui amet voluptatum tempora non.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"372","Vanessa Jordan","52","M","Lake Jennifer","Lithuania","5215169065432554","73505 Anderson Fords, East Richardtown, AL 13487","Rarely","Churned","SnacksBurst","Grocery","Snacks","863.00","2023-09-14","4","4","Non rem magnam ut repudiandae.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"373","Jonathan Williams","56","M","Mitchellhaven","Suriname","2582102998324277","8765 Joshua Burg Apt. 764, Lake Stevenmouth, PA 03845","Yearly","Churned","BeveragesBurst","Grocery","Beverages","-73.00","2023-08-07","2","5","Id iste eveniet vero modi tempore.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"374","Joseph Rodriguez","150","M","Jamieville","Tajikistan","2294884476645500","5747 Williams Roads Suite 831, Lake Thomas, PW 81855","Rarely","Churned","MegaSpeaker","Electronics","Speaker","140.00","2020-05-11","3","1","In maxime sed quos recusandae.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"375","Megan Mora","-2","M","Wilsonstad","Brazil","2239765721585674","18193 Kelly Ways, East Robert, AR 19000","Yearly","Churned","ProPants","Clothing","Pants","-31.00","2023-10-09","1","3","Accusantium explicabo consequuntur aut est.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"376","Kelly Patel","-3","M","Geraldhaven","Australia","2463675594281292","790 Rogers Skyway Apt. 006, New Bryanhaven, WY 95762","Monthly","Active","FictionPro","Books","Fiction","48.00","2021-09-12","2","1","Tempore nisi repellendus magni tempora quisquam tenetur rerum quis.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"377","Mary Miller","150","F","East Victoria","Madagascar","2295295433292709","13488 James Way, East Jefferyburgh, SC 94461","Yearly","Churned","SofaPlus","Furniture","Sofa","-65.00","2022-03-11","3","1","Reprehenderit id omnis molestias dolores magnam.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"378","Shannon Price","150","M","North Curtisland","Comoros","5376928118720348","8994 Olson Expressway Suite 761, Morganberg, AR 21366","Rarely","Active","JacketFits","Clothing","Jacket","-88.00","2021-03-27","9","3","In dolore beatae dolorem sapiente accusamus quo iusto quis.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"379","Stacy Mckinney","150","F","North Steven","Mongolia","2222867772730370","PSC 0151, Box 4828, APO AE 08776","Yearly","Active","UltraSpeaker","Electronics","Speaker","165.00","2022-07-23","4","3","Quis qui qui impedit vel consectetur.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"380","Mallory Jimenez","150","M","South Jamieshire","Bolivia","2231384666199349","450 Joyce Summit, South Ashley, DC 53876","Rarely","Active","TastyVegetables","Grocery","Vegetables","-70.00","2023-11-02","9","1","Accusamus placeat placeat eum quo expedita nisi est.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"381","John Lee","80","F","Port Christopher","Trinidad and Tobago","2703554220000139","20856 Moore Forest, South Lisa, CA 34375","Yearly","Active","ShirtWear","Clothing","Shirt","380.00","2024-01-03","3","1","Minima optio quia neque id architecto.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"382","Jason Davis","150","F","Lake Jeremy","Barbados","2244769142396920","734 Dominguez Square Apt. 518, South Ashlee, NJ 44822","Yearly","Active","FreshVegetables","Grocery","Vegetables","-95.00","2019-11-22","10","3","Molestias illum error quo voluptatibus.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"383","Mark Lee","39","M","Rodriguezshire","North Macedonia","5254052410315777","858 Thomas Manor, Burtonhaven, CO 26277","Yearly","Active","PantsFits","Clothing","Pants","-29.00","2022-08-23","8","5","Nemo expedita reprehenderit vitae fugit molestias aspernatur.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"384","Julie Underwood","150","M","Wilsonbury","South Georgia and the South Sandwich Islands","2365454702094040","6684 Cantrell Point, Tuckerborough, IA 83095","Yearly","Churned",NULL,"Clothing","Pants","-33.00","2023-01-22","4","4","Eligendi et nulla quidem ut animi ipsa qui commodi.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"385","Ashley Watkins","-1","F","Port Teresa","Tajikistan","2717725305805337","8384 Katherine Common, West Henry, TN 65169","Rarely","Churned","UltraSpeaker","Electronics","Speaker","867.00","2021-10-15","9","1","Occaecati accusantium aut cum voluptatibus voluptates.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"386","Mark Anderson","150","F","Denisemouth","Russian Federation","2441052781592310","2988 Porter Center, South Brandonton, MN 32107","Yearly","Churned","ComfortSofa","Furniture","Sofa","-19.00","2021-06-01","8","3","Quia officiis et blanditiis sunt nostrum velit.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"387","Brooke Stephenson","12","M","Port Wesleymouth","Mongolia","2250019126889644","0821 Wright View Suite 954, Elizabethside, NH 35737","Monthly","Churned","BeveragesBurst","Grocery","Beverages","419.00","2020-08-02","2","2","Reiciendis nemo similique eos minima qui necessitatibus.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"388","David Keller","89","F","Walkershire","Korea","5361620011025399","3240 Monica Trace, New Jessica, DC 99924","Yearly","Churned","ChairGuide","Furniture","Chair","279.00","2020-05-29","7","1","Similique atque est non consequatur.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"389","Janet Harvey","-3","F","North Brittany","Palestinian Territory","2282394277305233","8525 Karen Squares, North Veronicafurt, IN 79741","Yearly","Active","PantsWear","Clothing","Pants","-62.00","2023-06-21","2","3","Et deserunt sit quasi debitis consectetur sapiente.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"390","Angela Nguyen","3","M","Kaiserbury","Mongolia","5174321047892905","0751 Timothy Corners Suite 206, Lake Jason, HI 22376","Yearly","Churned","TastySnacks","Grocery","Snacks","-35.00","2021-05-07","7","5","Modi doloremque nisi aut doloremque.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"391","Mary Fernandez","4","F","Muellerfort","Romania","5303609252340642","1011 Martin Green Apt. 251, Perezburgh, FM 36397","Yearly","Churned","BeveragesBurst","Grocery","Beverages","-63.00","2021-12-21","10","3","Nesciunt sunt ut aut in nisi natus repellat quia.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"392","Cory Hernandez","-4","M","Port Edwardland","Faroe Islands","2237500712446210","367 Carson Manor, Sheritown, OH 28326","Monthly","Active","EducationalGuide","Books","Educational","243.00","2019-05-16","3","4","Ut et animi unde dolorem commodi cumque ea.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"393","Brian Mccarthy","150","F","Craigstad","French Polynesia","2298679729291359","357 Carlson Plaza Suite 295, South Tammyburgh, SC 24233","Yearly","Churned","SnacksBurst","Grocery","Snacks","-36.00","2022-10-24","8","2","Error molestiae velit nam dolorem occaecati placeat aut.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"394","Michael Harris","92","M","Aguilarfort","United States of America","2271210674515633","743 Barbara Villages Suite 528, Randyville, OH 61672","Yearly","Active","ChairDeluxe","Furniture","Chair","-52.00","2023-03-28","8","1","Quia atque ex neque.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"395","Kendra Morrison","150","F","Lake Kimberlytown","Romania","2458851112329569","174 Ann Tunnel, North Catherineside, WI 37042","Yearly","Churned","MegaPhone","Electronics","Phone","920.00","2020-08-03","4","4","Placeat et cumque dolor beatae ut corporis.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"396","Danny Hanson","2","M","Port Robin","Cameroon","2581750145237957","93816 Charles Views Apt. 511, South Christine, MD 79641","Yearly","Churned",NULL,"Clothing","Shirt","90.00","2022-08-30","9","3","Sequi porro libero eum odit nihil doloribus.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"397","Emma Davis","61","F","South Barbara","Tunisia","2311582837263323","375 Austin Hills Apt. 325, Nguyenmouth, OH 82779","Yearly","Churned","PantsWear","Clothing","Pants","962.00","2019-09-13","4","2","Itaque ad animi cupiditate suscipit voluptatum voluptatem voluptas.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"398","Margaret Cannon","1","M","Port Justintown","Mismatched Country","2692381619351946","704 Garcia Common, Hayesborough, PR 16248","Rarely","Churned","ComfortTable","Furniture","Table","-40.00","2021-04-08","9","1","Sint impedit qui quos consequuntur.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"399","Javier Howard","150","M","Juliaview","Puerto Rico","5398454720192531","45539 Nelson Forges Apt. 007, Jacobshaven, NM 75096","Yearly","Churned","JacketWear","Clothing","Jacket","251.00","2019-09-15","2","1","Placeat possimus quidem non aut.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"400","Elizabeth Hall","95","M","West Marissa","Benin","2706882603597752","64305 Turner Summit Apt. 923, South Jeffrey, MT 10213","Yearly","Churned","UltraSpeaker","Electronics","Speaker","867.00","2020-05-22","2","3","Neque laudantium et ea similique libero et quo.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"401","Jennifer Daniels","35","F","New Jacob","Serbia","5391503550470073","786 Cathy Ville, Jessemouth, WV 16124","Yearly","Churned","UltraPhone","Electronics","Phone","926.00","2019-03-25","7","1","Non ut similique delectus sunt alias fuga.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"402","Alison Morgan","150","F","West Daniel","Togo","2234671815702362","73040 Cortez Squares Apt. 769, Gabrielaview, OR 51326","Yearly","Active","The Art of Fiction","Books","Fiction","274.00","2019-01-04","10","2","Dignissimos quia mollitia voluptates accusantium ut sint.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"403","Derrick Howard","0","F","Chelseashire","Luxembourg","2450946003944522","41893 Jordan Isle Suite 113, North Cindy, IN 52798","Monthly","Active","PantsFits","Clothing","Pants","-51.00","2024-01-14","1","4","Itaque ipsa cum excepturi quisquam eum veritatis id.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"404","Edward Rose","57","F","Mezaton","Faroe Islands","5265621618941522","09392 Fitzgerald Overpass, Ericksonburgh, VI 29615","Yearly","Churned","JacketWear","Clothing","Jacket","794.00","2019-02-09","5","4","Est repellendus placeat ut voluptatem.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"405","Elizabeth Wells","4","F","Thomasbury","Turkey","2616236981652003","035 Kelly Mountain, Richardchester, RI 02088","Yearly","Churned","ShirtWear","Clothing","Shirt","805.00","2022-10-03","9","3","Odit aliquid molestiae eum est distinctio aut cupiditate est.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"406","Laura Lowe","57","F","Byrdberg","Guam","2324064521716648","99324 Bruce Mountains, Galvanhaven, KY 46824","Yearly","Active",NULL,"Grocery","Snacks","440.00","2020-03-04","1","2","Voluptate laborum aut deleniti reiciendis.","2024-01-23 08:34:53","2024-01-23 08:34:53"
"407","William Nguyen MD","27","F","Tiffanymouth","Anguilla","2704105237039179","614 Chapman Ports Apt. 520, Port Sandra, NC 70149","Monthly","Active","ChairDeluxe","Furniture","Chair","-78.00","2019-05-24","3","1","Itaque ducimus nobis est numquam aut veritatis suscipit.","2024-01-23 08:34:54","2024-01-23 08:34:54"
"408","Dennis Williams","62","F","Lake Kristine","Mozambique","5287544982096430","792 Shepard Viaduct, West Rebecca, NC 39651","Yearly","Churned","TableDeluxe","Furniture","Table","331.00","2023-05-09","10","5","Et quam beatae molestias explicabo quis et.","2024-01-23 08:34:54","2024-01-23 08:34:54"
"409","Cynthia Lee","150","F","Millerberg","Niue","2689465949993819","00954 Mario Land Suite 263, Jessicaborough, AL 83179","Yearly","Active",NULL,"Grocery","Vegetables","940.00","2020-07-04","9","2","Quas ut blanditiis rerum quisquam id et voluptas nemo.","2024-01-23 08:34:54","2024-01-23 08:34:54"
"410","Nicole Hayes","150","F","West Kathrynport","Kuwait","2292443239026268","0628 Vasquez Shoal, Lake Robert, AK 35358","Yearly","Churned","ShirtFits","Clothing","Shirt","-28.00","2021-08-01","3","1","Quod in corrupti illo quod ducimus.","2024-01-23 08:34:54","2024-01-23 08:34:54"
"411","Carrie Hull","0","F","West Glenda","Belize","2275923447376697","8912 Salas Greens, Lewisstad, WI 96252","Yearly","Churned","ProShirt","Clothing","Shirt","-21.00","2023-11-25","1","4","Corporis exercitationem eum cumque pariatur tempora nisi.","2024-01-23 08:34:54","2024-01-23 08:34:54"
"412","Jennifer Salazar","3","M","East Hayley","Seychelles","2292040157729673","40190 Angela Brooks Suite 799, Josephside, AZ 59528","Yearly","Active","TastySnacks","Grocery","Snacks","-41.00","2019-04-16","7","4","Error aperiam fuga ad dicta dolor libero sint.","2024-01-23 08:34:54","2024-01-23 08:34:54"
"413","Crystal Mills","150","F","West Ricardo","Norway","2706857663529333","6939 Campbell Alley, Julietown, MD 56816","Yearly","Active","BeveragesBurst","Grocery","Beverages","339.00","2024-01-05","5","2","Est aliquam occaecati quia et aut et.","2024-01-23 08:34:54","2024-01-23 08:34:54"
"414","Emily Martinez","150","M","Lake David","Benin","2386073740188484","12704 Neal Orchard Suite 234, Lopezton, MP 48259","Yearly","Churned","ChairWear","Furniture","Chair","-35.00","2022-11-21","7","4","Aliquam sunt et dignissimos tempora repellat deserunt voluptates.","2024-01-23 08:34:54","2024-01-23 08:34:54"
